Numero de datos,SLL,LLT,DLL,CDLL,ColaArray,ColaLLT,ColaDLL
100,,,,,0.005004167556762695,0.002997636795043945,0.004997253
1000,,,,,0.002967357635498047,0.007002592086791992,0.005064487
10000,,,,,0.009005546569824219,0.004960298538208008,0.003961086
50000,,,,,0.004000425338745117,0.006971120834350586,0.003965139
100000,,,,,0.0029675960540771484,0.002971172332763672,0.003966331
